"SpName","modelName","pval","adjRsquare","MinMass_used","MaxMass_used","Mean_used","es_bio1","pval_bio1","adjPval_bio1","sig_bio1_f","sig_bio1_nf","bio1_mean","bio1_breadth","es_bio12","pval_bio12","adjPval_bio12","sig_bio12_f","sig_bio12_nf","bio12_mean","bio12_breadth","es_bio4","pval_bio4","adjPval_bio4","sig_bio4_f","sig_bio4_nf","bio4_mean","bio4_breadth","es_bio15","pval_bio15","adjPval_bio15","sig_bio15_f","sig_bio15_nf","bio15_mean","bio15_breadth"
"Accipiter_cooperii","m8",1.3922729615469e-15,0.118503333675161,92.5,672,366.7028089,0.0241498477692775,0.705532886805511,0.770163940495265,"NS","NS",114.042760600744,208,0.0795361532156647,0.0918342651722802,0.186872051222663,"NS","NS",758.220047179711,1429,0.165915970161627,0.0328068727883899,0.0648135779477947,"NS","Pos",8013.08837381106,9997,-0.138479358545231,0.097405921868012,0.188030819404673,"NS","NS",43.0311251773436,91
"Accipiter_gentilis","m8",2.31904546057956e-08,0.178567289541525,274.8,1450,890.053379,-0.143013586654949,0.0721741080265355,0.129913394447764,"NS","NS",51.2234751774099,173,0.00960978982870918,0.892499721565834,0.919864310341219,"NS","NS",724.913991129868,1588,0.263296841991132,0.00235899323902414,0.0061048378051549,"Pos","Pos",9523.9143497286,8723.8,0.22721506476472,0.000720842867038149,0.00335611396520917,"Pos","Pos",39.1944123796583,65
"Aegolius_acadicus","m8",0.483936689791963,-0.00169445275556157,47.7,142,78.88825939,-0.0825849015139861,0.238534562867264,0.354690523915671,"NS","NS",64.9984058386943,139,-0.0372788602619644,0.644684707517496,0.749687659685086,"NS","NS",789.9571776013,1825,0.00357486376309914,0.967680153344729,0.967680153344729,"NS","NS",9055.48375568483,9019,0.0118938362147604,0.87708423835792,0.910425785466222,"NS","NS",37.4609996082678,74
"Aimophila_ruficeps","m10",1.85337175221726e-06,0.09577589126137,11.4,28.3,18.83044872,0.0527622436078628,0.383475264191591,0.512298985755954,"NS","NS",158.819756538629,140,0.161635287449726,0.0060173571947384,0.0219382814391504,"Pos","Pos",572.935383945615,1061.925,-9999,-9999,-9999,"Exl","Exl",5925.8248719065,7286.925,-0.172938786436294,0.00415198193667081,0.0151374341441123,"Neg","Neg",70.3941344898028,80
"Ammospermophilus_leucurus","m8",0.00581120287846888,0.0404817369196225,23,145,87.76106918,0.204060232970364,0.00769023028823772,0.0187861339898379,"Pos","Pos",140.637464788732,148,0.207423988496278,0.00360389429638563,0.0143336704969883,"Pos","Pos",220.763541247485,335,-9999,-9999,-9999,"Exl","Exl",7423.34645875251,5896,-0.102712054101462,0.131271746349914,0.239297454283697,"NS","NS",47.711106639839,81
"Antrozous_pallidus","m8",8.89810897949059e-06,0.180647003816676,5.7,27.6,16.71852349,-0.306283450466561,0.0010147491594692,0.00369195970785602,"Neg","Neg",156.667876270084,152,-0.229346227573841,0.0108654489712991,0.0345718830904971,"Neg","Neg",405.212742129236,991,-9999,-9999,-9999,"Exl","Exl",6452.16558010912,6473,0.053982417264812,0.551205211200848,0.68900651400106,"NS","NS",66.2308611542119,84
"Aphelocoma_californica","m8",1.05538497390818e-37,0.123609641577509,33.5,118.8,84.33857654,-0.0123346121839063,0.676108386559242,0.760621934879147,"NS","NS",121.716997660047,188,0.343981841990793,9.17483394625568e-34,4.01398985148686e-32,"Pos","Pos",455.460298794024,1393,0.0501912635825338,0.0738111792671031,0.135879670923531,"NS","NS",7006.57610847783,7547,-0.038880118235459,0.168293989379751,0.288739687661338,"NS","NS",52.9727245455091,82
"Aplodontia_rufa","m10",0.00997003373326947,0.0712299894743089,335,1700.97,903.2433553,-0.321979982680392,0.00218645552913314,0.00692377584225494,"Neg","Neg",79.7776725944959,101,0.141169674593491,0.0990787920291469,0.199296420748284,"NS","NS",1563.77273649334,2160.3,-9999,-9999,-9999,"Exl","Exl",5095.53336939617,4045.6,-0.0403887808385602,0.706409987526366,0.792447101391757,"NS","NS",63.1339509094597,41
"Archilochus_colubris","m8",0.00107706809586649,0.0571828687058662,1.08,5.2,2.824848485,0.0269758110833807,0.794361795253931,0.828267481636721,"NS","NS",120.790049797504,249,-0.138245298694092,0.0305805641359885,0.0775594017941737,"NS","Neg",1059.85526438135,1606,-9999,-9999,-9999,"Exl","Exl",8186.05463777999,11905,-0.130444605259476,0.0572568559848363,0.117881762321722,"NS","NS",35.4842368170923,87
"Auriparus_flaviceps","m8",3.89915412154076e-12,0.213732407163521,4.5,13,6.814169884,-0.0340782067199601,0.546271743357766,0.657834282494211,"NS","NS",186.635483808528,116,0.389642117581607,5.36597224651543e-10,7.825376192835e-09,"Pos","Pos",388.664189071482,712,-0.10844868286811,0.0897061957943024,0.157960909985619,"NS","NS",6131.22591603275,5810,-0.120762275608641,0.0387357853709671,0.0836884251841882,"NS","Neg",68.623841046784,80
"Baeolophus_bicolor","m10",3.87530971277943e-21,0.388350888780949,14.2,27.5,20.57196262,-0.543015063389783,2.3544479235239e-14,5.75157992746553e-13,"Neg","Neg",134.315620445836,149,-0.0330266731281793,0.635787920507545,0.7467307791196,"NS","NS",1118.71604145301,787,-9999,-9999,-9999,"Exl","Exl",8321.27981864306,5500.275,-0.0720280504322833,0.31464779268734,0.458861364335704,"NS","NS",23.4134506396071,39
"Baeolophus_inornatus","m8",6.01077206531926e-11,0.0855027752723064,10.4,21.5,15.9915781,-0.250677775957332,7.65147855416699e-08,6.88633069875029e-07,"Neg","Neg",132.894870349493,118,-0.129984920398681,0.00102879541382293,0.00486592425456791,"Neg","Neg",641.342277339346,1287.525,-0.158264496715623,0.000221906629361442,0.000748934874094867,"Neg","Neg",5603.0266065389,4378.575,0.196499578644497,2.36052095625454e-05,0.000187768712429338,"Pos","Pos",79.1616685456595,42
"Baeolophus_ridgwayi","m8",1.12888168078601e-06,0.0579158788353907,12.7,23.1,16.16944938,-0.262592127707837,2.20046726795193e-06,1.39362926970289e-05,"Neg","Neg",94.8876601671309,132,-0.0347325449065881,0.427784184618294,0.592925727266733,"NS","NS",336.268272980501,404,-9999,-9999,-9999,"Exl","Exl",7974.05662952646,3041,-0.0473052688845629,0.40502008087402,0.54105735994621,"NS","NS",40.1192479108635,62
"Baiomys_taylori","m10",8.89825527120961e-05,0.119604597688092,4,14.1,7.878212291,-0.307718840113132,0.0261949370223525,0.0546260272051497,"NS","Neg",188.353298859237,120,0.471854961318597,0.00529002583119461,0.0196969046906182,"Pos","Pos",733.02004781332,1143,-9999,-9999,-9999,"Exl","Exl",4992.41350726295,6751,0.319268916377806,0.000728756175302563,0.00335611396520917,"Pos","Pos",73.324870722137,92
"Blarina_brevicauda","m8",2.01331450569342e-12,0.0717380520345037,5,30.2,17.66472123,-0.0145538397474932,0.730589464734289,0.786929957292596,"NS","NS",79.1128961460803,125,-0.120039452506262,0.00224242980773667,0.00957134674033945,"Neg","Neg",954.287941460493,822,-9999,-9999,-9999,"Exl","Exl",9795.26049977536,5065,0.15849823296144,0.000136764018100504,0.000797790105586273,"Pos","Pos",25.945756970157,48
"Buteo_jamaicensis","m8",1.80602742098076e-08,0.0578480093006817,268.3,1708,967.2553686,0.0311672154195517,0.529662118989194,0.646944445336801,"NS","NS",107.958448693352,249,0.0432867518732127,0.312384311399355,0.471269435300751,"NS","NS",795.371676897489,1825,0.0947531473841625,0.126075795800496,0.212752905413337,"NS","NS",7976.49973002883,11468,-0.0826997772794003,0.206114682552107,0.340283674024705,"NS","NS",45.1089777219539,94
"Callospermophilus_lateralis","m8",0.00255038621191006,0.0198401827876686,61,345,174.6325862,0.0182075590757778,0.682999959851266,0.761865152941428,"NS","NS",48.2822711300945,119,0.198283089028278,3.10589328898133e-05,0.000181177108523911,"Pos","Pos",528.378216592674,1090.675,-9999,-9999,-9999,"Exl","Exl",7691.0740947251,3441,0.0643824785296089,0.246330608156245,0.384891575244133,"NS","NS",34.7730763565973,62
"Campylorhynchus_brunneicapillus","m10",0.000173842845961134,0.0640812800858611,24.2,69,38.8943038,-0.153820628496639,0.00888291978802572,0.0210215069579716,"Neg","Neg",183.700540121267,127,-0.0809122951024474,0.198098562337837,0.350174226354762,"NS","NS",379.529479648496,676,-9999,-9999,-9999,"Exl","Exl",5980.77398147885,5747,0.129928016981528,0.0234311457399274,0.0611893567859489,"NS","Pos",70.297208585185,80
"Catharus_guttatus","m8",1.2957396103408e-111,0.300569385412103,11.2,44.7,26.39370794,-0.0811010908557376,0.01918724415871,0.0415318829258153,"Neg","Neg",81.7750055394998,237,-0.0772932947372883,0.00347589109893268,0.0141460684258888,"Neg","Neg",766.483755121091,1553.72499999998,0.255740833567815,5.95207127902158e-14,6.02647217000935e-13,"Pos","Pos",8797.37275650244,10844,-0.339854306990477,1.05493270752934e-24,6.15377412725448e-23,"Neg","Neg",41.6987666951106,87
"Certhia_americana","m8",2.44506654623542e-06,0.0516103504155322,2,13.1,7.784533333,-0.120436458430999,0.0110092388043678,0.0251010644739586,"Neg","Neg",81.3814825915536,198,0.0405356127970022,0.353837612579985,0.516013185012478,"NS","NS",836.472549407359,1581,-0.123339709942329,0.0152351190675439,0.0316421703710527,"Neg","Neg",8748.26434945433,9493,-0.19711594955225,1.73906033896808e-05,0.000144921694914007,"Neg","Neg",37.3600541966901,78
"Chaetodipus_baileyi","m8",2.92556520260096e-25,0.135686251250278,10,50,26.63273256,-9999,-9999,-9999,"Exl","Exl",202.50014933397,106,0.244391866243576,2.3569494859786e-10,4.12466160046255e-09,"Pos","Pos",283.076817394421,461,0.128049769158894,0.00412616913872166,0.00928388056212373,"Pos","Pos",6449.35314497342,3075,0.0334720880835968,0.418526384595111,0.551381062634891,"NS","NS",74.2353503374948,69
"Chaetodipus_formosus","m10",1.0965464456466e-05,0.0588155344424658,4.6,31.1,16.34966592,-0.0970439173199835,0.0792113912847089,0.141095290725888,"NS","NS",153.87114060761,140,0.130979596036037,0.0205897936000816,0.0554340596925274,"NS","Pos",185.771919699905,302,-9999,-9999,-9999,"Exl","Exl",7483.72888412548,4661,-0.0432276177014353,0.422200356531859,0.551381062634891,"NS","NS",44.1709056432664,63
"Chaetodipus_penicillatus","m10",8.03897030913646e-14,0.112911552810576,5.8,32,16.6143662,-0.0161170092765837,0.742521104007708,0.786929957292596,"NS","NS",197.466180318769,100,-0.0335068739800942,0.496027550388988,0.63827074498583,"NS","NS",261.030172072001,491,-9999,-9999,-9999,"Exl","Exl",6671.17441122829,4215.475,0.0888433150277749,0.0288068209018809,0.0696870684192806,"NS","Pos",70.6108952501784,75
"Chamaea_fasciata","m10",8.53541703706392e-09,0.0642751138848782,4.9,24.4,14.47162037,-0.0136482749646319,0.760513175278506,0.797838975292175,"NS","NS",126.072863394316,104,0.149928905691236,0.000946350076600128,0.00481329519897769,"Pos","Pos",856.889439552908,1756,-9999,-9999,-9999,"Exl","Exl",5280.73717509358,4198.85,-0.0513214541871847,0.22573279001367,0.362415029838461,"NS","NS",77.9524437180366,36
"Chondestes_grammacus","m8",0.000884840305194167,0.0507912264416289,15,39.7,28.22831395,-0.18208704782454,0.00612569180806072,0.0158711105936119,"Neg","Neg",122.513069158231,204,-0.0169349983334231,0.756363525000864,0.827272605469695,"NS","NS",585.70084865289,1177,0.0827618470930575,0.25897945953848,0.368023442502051,"NS","NS",7988.6069721432,10059,0.0575647024761754,0.321231281742768,0.460782576270364,"NS","NS",52.3904814167642,94
"Cistothorus_palustris","m8",3.03273967659135e-12,0.146012621607599,6,21.6,11.10432911,-0.297223184562756,8.47598496503202e-06,4.52935446568899e-05,"Neg","Neg",109.337664448406,201,0.0369256652858646,0.543252309158567,0.670830336545065,"NS","NS",727.42444692161,1391,0.237234592911915,0.00033401696143854,0.00104059130294314,"Pos","Pos",8463.08954720267,9368,0.00576199917330083,0.935398995820192,0.957279674084992,"NS","NS",41.7058469170175,75
"Coccothraustes_vespertinus","m8",1.24077131684689e-15,0.196355748172348,30.8,76.4,54.39853994,-0.10616016000193,0.0859634116739414,0.14699743396244,"NS","NS",66.5072160094174,160,0.114496937053355,0.0222959007643591,0.0591179186933764,"NS","Pos",777.349587992937,1319,0.280283873543413,3.42213294195329e-05,0.000120518594912268,"Pos","Pos",9143.0308534432,8571,-0.0114919094862238,0.858613141834019,0.910425785466222,"NS","NS",35.2827153227389,71
"Colinus_virginianus","m10",4.34426005931585e-15,0.234885794784839,44.4,296,172.9548214,-0.491667536982636,1.11068499808954e-08,1.1870445917082e-07,"Neg","Neg",148.213754940711,158,-0.0950300689216598,0.180908324886319,0.333252177422167,"NS","NS",1009.14533388808,1147,-9999,-9999,-9999,"Exl","Exl",7782.75479509049,8528,0.106646396456822,0.175290913319151,0.294960671450494,"NS","NS",35.4087247763678,93
"Contopus_sordidulus","m8",1.02658568485328e-05,0.0596524639624532,3.5,23.2,13.44480899,0.025472292260413,0.695133303046805,0.766888998845185,"NS","NS",101.185839725158,262,0.128241254508842,0.0167583925664081,0.0473019145019584,"Pos","Pos",613.181300866005,2341,0.289812281936759,6.26824676544739e-06,2.53863994000619e-05,"Pos","Pos",7297.9759247322,11220,0.0353935051985353,0.507603484226313,0.648398611237991,"NS","NS",55.5457302131091,92
"Corvus_brachyrhynchos","m8",2.12515334327959e-58,0.394436427379898,126,640,364.0631802,0.110590083316252,0.0632778769593503,0.11761431478314,"NS","NS",85.848667986803,193,0.0331409346922718,0.388922653315082,0.548882776855963,"NS","NS",766.839865648521,1318,0.538724142579286,3.79321458986461e-14,4.38929116827191e-13,"Pos","Pos",9028.3700504944,7850,-0.142273609539128,0.0258080176801358,0.0654551173046923,"NS","Neg",37.4397855395212,63
"Corynorhinus_townsendii","m10",0.384345623579688,0.00381170290166233,2.3,18,8.604424779,0.0627899471878775,0.544959353249575,0.657834282494211,"NS","NS",134.450405661228,176,0.0211699194340945,0.837551013028096,0.887454022674385,"NS","NS",507.254985125755,1512,-9999,-9999,-9999,"Exl","Exl",6593.28383665374,7415,0.139215718255004,0.171370353116439,0.291163221314338,"NS","NS",60.7192553862796,91
"Cratogeomys_castanops","m8",0.000580436981971983,0.0295409958417095,86,519,272.0699045,-0.00486223163323304,0.915854322306753,0.921241700673263,"NS","NS",160.839630301872,123,0.0539615838255399,0.216961417678404,0.368961474127265,"NS","NS",367.040337218189,307,-9999,-9999,-9999,"Exl","Exl",7068.95058750478,5993.225,0.0617385805008653,0.145702622130619,0.257555140129882,"NS","NS",66.6907957585021,48
"Cyanocitta_stelleri","m8",1.29616399223558e-177,0.33241729379412,43.7,202,113.4604004,-0.202032987251137,1.91436319286187e-13,3.63729006643755e-12,"Neg","Neg",71.8727010025119,189,0.383363456908536,1.3016101813082e-73,1.13890890864467e-71,"Pos","Pos",734.340822904395,2250,0.0501715869987951,0.0231130478825213,0.0468039219621056,"Pos","Pos",6888.68044990775,7581.65,-0.214556424645603,4.15028096807898e-20,1.81574792353455e-18,"Neg","Neg",46.0937737568631,85
"Dendroica_pinus","m10",0.0155692823124407,0.0596711366282741,7,15.5,12.35153374,0.229519347833711,0.039197489893986,0.0770433422054208,"NS","Pos",122.050288143392,184,-0.0369633084152558,0.751513358018108,0.827137343730622,"NS","NS",1126.60196222363,816,-9999,-9999,-9999,"Exl","Exl",8395.64682713588,6781.325,-0.116208250986359,0.142070901085653,0.256313481340096,"NS","NS",21.2300874290598,42
"Dipodomys_deserti","m8",0.0584361707964517,0.0329589663916987,30,150,95.54191176,-0.0698604827099508,0.422472244837616,0.551471403566659,"NS","NS",179.736265884653,142,-0.0481288068370377,0.561047408422499,0.686596478838723,"NS","NS",161.215786901271,237,-9999,-9999,-9999,"Exl","Exl",7415.08704789834,3643.525,-0.0454435040718266,0.671431186513641,0.773029326578205,"NS","NS",50.3997556207234,78
"Dipodomys_ordii","m8",4.62730759035232e-15,0.107028738551538,13.5,97.7,49.45037258,-0.0997256182912862,0.0585184451459729,0.109963232087488,"NS","NS",124.922909809085,156,0.240701576571992,7.11221324557654e-10,9.57413321519919e-09,"Pos","Pos",380.858866479143,532,-9999,-9999,-9999,"Exl","Exl",7701.51578191394,7146.775,-0.0353689744827995,0.464848541186538,0.602581442278846,"NS","NS",55.363349093303,88
"Dipodomys_spectabilis","m8",0.00550684738396814,0.0907740203218639,45,162,115.4664336,-0.0904248583240227,0.327625925720831,0.457057837887125,"NS","NS",157.972997960571,116,0.0261421013537527,0.802014734969929,0.86543807128364,"NS","NS",340.493324269205,275,-9999,-9999,-9999,"Exl","Exl",6614.28464989803,5335,0.110631933622901,0.210291645889699,0.34393493486633,"NS","NS",75.9018898708362,60
"Dumetella_carolinensis","m8",0.0072112488357182,0.0274563927609378,17,49.5,36.18612473,-0.119148675725348,0.159295565615834,0.245401276759528,"NS","NS",105.954656151445,238,-0.00502943327420468,0.93222132905389,0.937578922899027,"NS","NS",887.800684328234,1584.375,-9999,-9999,-9999,"Exl","Exl",8575.58452833711,11261,-0.0328784777866721,0.537179565646244,0.681205970928208,"NS","NS",37.0622409923165,60
"Empidonax_difficilis","m8",0.0265755541384485,0.0175788099394611,4.8,15,10.59435644,-0.0304450637430193,0.606048893417012,0.704995651525912,"NS","NS",124.373007093782,240,-0.0127493595816213,0.796915232212007,0.86543807128364,"NS","NS",1003.08849467713,2698,-0.0131083810501402,0.801988342260414,0.868601751073139,"NS","NS",5222.78193977897,7535.19999999999,-0.145242298257526,0.0089757135907289,0.0296367901580671,"Neg","Neg",67.8274353796036,95
"Empidonax_oberholseri","m8",3.22849486863763e-05,0.046509009366713,8,15.1,11.60023985,0.170793431751729,0.00112174122217911,0.00391464793862506,"Pos","Pos",104.630609062522,235,-0.0222710089510251,0.654688492155312,0.749687659685086,"NS","NS",530.845239766437,1416,-9999,-9999,-9999,"Exl","Exl",6817.88813555464,7813,0.015724121781553,0.73097862761316,0.809628226786728,"NS","NS",54.2230004287302,96
"Empidonax_occidentalis","m10",0.00808934578369251,0.0347089246291948,8.9,14.1,11.71265574,0.0091529375275452,0.904926607711705,0.915635798335512,"NS","NS",97.8941342496012,240,-0.0746129264574049,0.203844792871227,0.35319642329173,"NS","NS",527.211424714689,1145,-9999,-9999,-9999,"Exl","Exl",6881.57818137195,7980.52499999999,-0.197118374669419,0.00124335817499877,0.00518065906249488,"Neg","Neg",53.2345379801202,98
"Eptesicus_fuscus","m8",6.95684725094597e-17,0.12058701731852,3.4,27,13.66662632,0.0652985290317977,0.140289586659534,0.220087333199819,"NS","NS",131.837647840356,206,0.109044125882972,0.0130195342472804,0.0386172625978656,"Pos","Pos",795.540387522434,1624.04999999999,-9999,-9999,-9999,"Exl","Exl",7238.26630985564,9272,-0.197268294960592,6.42289582680735e-06,6.6201710285239e-05,"Neg","Neg",46.2239473540186,96
"Euphagus_cyanocephalus","m8",4.36859482051996e-38,0.197047173864975,16.8,115.9,64.16477673,-0.0265778003143709,0.611884860788636,0.706975075640924,"NS","NS",102.43861712223,203,-0.00802334919731938,0.811516858075108,0.865947866848438,"NS","NS",672.274227341235,1376,0.435775769063105,4.28945249900372e-15,5.79076087365502e-14,"Pos","Pos",8556.55699532963,8668,-0.0882232468331895,0.029052186381003,0.0696870684192806,"NS","Neg",44.4428688387325,75
"Falco_sparverius","m8",1.81607624011387e-16,0.114898233452195,27,195,98.22337262,-0.222261310757754,2.81875342695619e-05,0.00013771623885986,"Neg","Neg",112.012563061464,249,0.105888057267988,0.0108374906757238,0.0345718830904971,"Pos","Pos",808.703320265435,1933,0.0688916307838022,0.246956003632485,0.358035346508592,"NS","NS",7882.29511987833,11564,0.0618168692128502,0.257462235637495,0.388803114704883,"NS","NS",45.3243632962198,94
"Geomys_bursarius","m10",2.89155171475612e-14,0.107511554715758,46,340,171.1118314,-0.300921934839435,2.02402722133602e-10,2.66237426806507e-09,"Neg","Neg",113.980283403707,117,0.116624798076061,0.0164410062515318,0.0471668212134109,"Pos","Pos",656.647689591832,625,-9999,-9999,-9999,"Exl","Exl",9670.90098761898,4340,-0.0194201230755441,0.683584793413414,0.776800901606152,"NS","NS",50.9918891194924,44
"Geothlypis_trichas","m8",7.39678247045678e-13,0.0611264525978816,3,18.7,10.044893,-0.0337809283129048,0.442391599382003,0.564544503688974,"NS","NS",104.628842511426,257,-0.109478434249543,0.00678316356500248,0.0242255841607231,"Neg","Neg",815.839298066451,2003,0.127686339547636,0.00944607627195089,0.0206792480548114,"Pos","Pos",8165.42592546012,11800,-0.141152930556543,0.00566531162309604,0.0198285906808361,"Neg","Neg",43.5127427627094,85
"Haemorhous_purpureus","m8",4.17344433513006e-22,0.185848043501764,11.1,41.1,23.62256506,0.200345953410837,0.00443065924433655,0.0120260750917706,"Pos","Pos",85.1612067254404,190,-0.0746045935097294,0.0748870753523631,0.156014740317423,"NS","NS",907.84782565061,1279,-9999,-9999,-9999,"Exl","Exl",9209.7726517495,7896,-0.335261993909948,4.71691974420412e-08,6.87884129363101e-07,"Neg","Neg",33.969026755905,69
"Ictidomys_tridecemlineatus","m8",6.33196729565238e-20,0.425942092308085,32.1,210,108.6081522,0.196837304365719,0.0308436948529077,0.0627889502362764,"NS","Pos",84.1145873824147,151,0.23336531099267,0.00121191111946802,0.00558116962912904,"Pos","Pos",607.27379888051,760,0.366115267895451,2.85164158046848e-07,1.64987834298533e-06,"Pos","Pos",9955.09376214724,5381,-0.0100059828386252,0.87921118710738,0.910425785466222,"NS","NS",48.6512429060095,49
"Ixoreus_naevius","m8",0.0196147076067592,0.0274379722615442,42.9,106.7,77.67528249,0.0494704379185578,0.686124172824444,0.761865152941428,"NS","NS",27.4016067430528,215,0.12712800986373,0.0634149178373192,0.142277059250396,"NS","NS",726.678655779446,2360.27499999999,0.0734378107731283,0.520187613113145,0.607212102442513,"NS","NS",8569.2837876992,10504,-0.147338451218272,0.0290694628263285,0.0696870684192806,"NS","Neg",44.730664208262,65
"Junco_hyemalis","m8",7.18469061363533e-47,0.114320192457581,5.4,31,18.85939733,0.178818926594468,3.98069280275972e-07,3.2414212822472e-06,"Pos","Pos",67.7110918869698,231,0.0388007409445452,0.103362543569682,0.205550512780618,"NS","NS",731.478875387724,1397,0.264943025145441,7.17565113135942e-16,1.28637262738188e-14,"Pos","Pos",9436.24590762927,9341,-0.11298903710449,7.90172793684099e-05,0.000476828409981784,"Neg","Neg",40.2238661392675,73
"Lanius_ludovicianus","m8",9.65036933137082e-11,0.0942302373874397,18.3,63.1,46.15568058,-0.121965277227977,0.0247963987441902,0.0524298334274639,"NS","Neg",126.964771209303,198,0.206727725261292,4.43654289611282e-06,3.10558002727897e-05,"Pos","Pos",677.594797381565,1323,0.0612172724953582,0.227392027221279,0.355312975216496,"NS","NS",7835.41444450936,9054,-0.0591159805396537,0.250490430894136,0.387108542981243,"NS","NS",46.5100548630238,94
"Lasionycteris_noctivagans","m8",9.86916869957042e-12,0.266240420996082,3,17,9.53377551,-0.0165944652443044,0.821372139406845,0.851240217203458,"NS","NS",96.1085902497395,160,-0.0776659777140711,0.288931809789816,0.443535672922963,"NS","NS",719.81165185246,1277,-0.0653557205097805,0.399732187886061,0.498127803365707,"NS","NS",8425.35176713211,5719,-0.088932148744532,0.227962657206368,0.362667863737404,"NS","NS",37.2074088447406,71
"Lepus_americanus","m8",1.60869431716954e-20,0.144715043092985,350,2140,1352.353957,-0.469004725620754,3.44573953961975e-10,4.20872472339269e-09,"Neg","Neg",23.1792014799082,159,0.0951314873539414,0.0735141763040507,0.15499976931577,"NS","NS",700.682591230644,1440,-9999,-9999,-9999,"Exl","Exl",10120.438297942,9625.05,0.0213723338874753,0.581008574622987,0.711024479433725,"NS","NS",38.7015750625666,61
"Leucosticte_tephrocotis","m8",4.24461118728288e-66,0.394366051940696,15,52.1,27.99310345,-0.125622033578307,0.00228077625275471,0.00696451320037599,"Neg","Neg",29.9027071986874,205,-0.0292779661574256,0.474300957136252,0.618550654338101,"NS","NS",547.758570137259,1267,-0.276623906817704,7.01315143880139e-14,6.31183629492125e-13,"Neg","Neg",8472.94988188289,7266.15,-0.52874069200785,1.40504355206594e-41,2.45882621611539e-39,"Neg","Neg",39.0893436334496,56
"Loxia_curvirostra","m8",1.2349722056312e-27,0.0880709215304486,12.4,47,32.04604324,-0.0163447566949604,0.585645823061086,0.69371132696614,"NS","NS",71.7057314793738,177,-0.187227899995797,4.80882231388352e-11,9.35048783255129e-10,"Neg","Neg",775.981215675085,1778,-0.0104045355750988,0.765274460570787,0.849140154879914,"NS","NS",8810.51302944128,9785,0.174232167860684,1.4314141701542e-07,1.92690369059219e-06,"Pos","Pos",39.5550080311886,77
"Lynx_rufus","m8",0.000703997979697604,0.186627606125882,2300,13400,7583.876915,-0.0853781853190532,0.431783912885558,0.558497080492042,"NS","NS",122.956373062485,210,0.0132468959655931,0.898974090769714,0.919864310341219,"NS","NS",719.040633291625,1439,0.144130290757003,0.300209152461216,0.405282355822642,"NS","NS",7466.57675675456,8038,-0.119680144038062,0.402155597060247,0.54105735994621,"NS","NS",46.161530529482,96
"Macrotus_californicus","m8",2.88993039622098e-08,0.14173464107605,6.9,23,12.76920578,-9999,-9999,-9999,"Exl","Exl",209.716466957881,81.200000000001,-0.303245763976806,1.3049687461572e-05,8.1560546634825e-05,"Neg","Neg",292.158457900854,836,-9999,-9999,-9999,"Exl","Exl",5832.13785917525,4504,-0.16085648934927,0.0165215199567176,0.0458931109908822,"Neg","Neg",77.1976916603214,75
